name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility,staff_pick,prelaunch_activated,video_present,duration_days,prep_time_days
"""Bombs Away"" Music Video",successful,1.0651348940641392,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,12.909953703703703,7.06068287037037
Cotton Candy Sky Visual EP,successful,0.8302277163725713,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.041666666666668,11.63726851851852
Everything Must Go,successful,0.6610751058060726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,15.156967592592592
EXPOSED - LEO HOULDING - Photographs of an Extreme Life,successful,0.28969601209026474,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,30.0,47.892662037037034
Set of Four Notebooks | Travellers Notebook Inserts,successful,0.7391128266080982,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.694953703703703,0.3922453703703704
The Charleston Project: Connecting SC Artists Worldwide,successful,0.41378765346427926,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,14.304710648148149,32.88829861111111
Lily of the Valley Handbag,successful,0.21082622908838888,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,30.0,8.735439814814814
Kariyushi Wear| Japan Made Shirts That Bear Okinawaâs Spirit,successful,1.720732060582142,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,45.167430555555555,126.03170138888889
Tokugawa Bushido - 3D Printable STL Samurai Miniatures,successful,0.2741109181845336,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,32.39736111111111,11.099444444444444
Calamity & Mythical Dice Set Collection,successful,0.3476148378004573,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,20.015439814814815
Tim Rose Visual Album: <3,successful,0.563048321051528,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,46.894363425925924,27.497789351851853
This Place of Silence,successful,0.7794750459908872,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,9.41900462962963,18.950671296296296
PHOTOBOOK: ADVENTURE RIDING IN THE AMERICAN WEST,successful,0.5190893932858498,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,26.0,12.823993055555556
Roja - Artistic Nude and Boudoir Photobook,successful,1.8546129926044375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,7.392384259259259,4.025960648148148
Help Press elizabeth Veldon's Latest Album On Vinyl,failed,9.629199997402202,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.21684027777777778
A.N. Ep for EDC (2.0),failed,8.495945364287131,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,14.332847222222222,31.7003125
TanquÃ©,successful,0.5512816090854711,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,26.0,20.992997685185184
Yoda One Asheville (Mural),successful,1.8300404849516416,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,15.0,7.3246064814814815
Bunnies Underwear - Summer Pride Collection,successful,0.4809320484259383,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,29.958333333333332,39.17828703703704
Ferisia - Part 4,successful,0.20364206282884378,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.0,13.155671296296296
"D5 Spinning ""Dice""",successful,1.525287152062329,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.0,12.1025
o dÃ¤r emellan grÃ¥ter vi,successful,1.5701783293567562,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,47.48287037037037,147.33493055555556
Wall Talk - Variations of Blue,successful,0.6242141385877498,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,31.053981481481483,17.25721064814815
SLOW DOWN (feat Slug and Blueprint) Stop-Motion Music Video,successful,0.8266411895569759,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,7.0,14.638819444444444
Celtic Laser Cut Coasters,successful,1.1559120261586853,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,25.75800925925926
Heartfelt Mamas Gift Boxes,successful,0.9984961702413064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,35.9790162037037,344.00765046296294
S.A.R.P Bullion Blazer Badges & Memorabilia,successful,4.859857946986171,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.32253472222222224
BayCreek Neighborhood Sculpture,successful,0.45829381464380425,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.255069444444445,34.729490740740744
"STAK Modular Lamp: Style, Build, and Customize Your Light",successful,0.37580606915656567,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.707962962962963,59.77916666666667
Nippon Saga 2,successful,0.17550987372117244,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,11.328194444444444,22.848518518518517
Kiwawa Shield-inspired Ita Bag + Free Purchase Bonuses!,successful,0.7955866703012104,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,54.69688657407407,0.3459143518518519
"SilverSocks Bamboo: Clean and Comfy Feet, Always",successful,0.1908557904492414,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,31.248935185185186,40.296539351851855
Labirinto de Cogumelos - OpenLOCK Edition,successful,0.7932999398620855,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,29.165300925925926,16.986724537037038
Rainbow in the Desert,successful,0.8479575622823321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,59.958333333333336,58.320648148148145
SaldrÃ¡ el Sol. VIDEO,successful,3.994482575648398,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,8.174155092592592
"Project: ""Time"" Short Film",successful,0.6705716926136485,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,34.4521875,14.054155092592593
Handmade Scottish Whiskey Barrel Pens!!,successful,0.8824065254271207,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,53.994537037037034,3.044224537037037
New Loopy Mango Yarn: Mohair So Soft,successful,0.8020791013979622,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.60991898148148,29.606840277777778
"Copper pipe accessories, steampunk, industrial, rose gold",successful,4.093048213905345,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.970324074074075,0.38265046296296296
SummerTropia,failed,9.559975645174825,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,20.530127314814816
SPECIAL DELIVERY Bay Area 2012 - Graffiti Mural Exhibit,successful,0.24487800634355517,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,21.0,4.261863425925926
Sick Love Wave 2-Customisable Ita Bag to fit your aesthetic,successful,0.47638819442779146,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,59.958333333333336,51.82056712962963
AeroDry: 3D-Printable Filament Dryer and Storage System,successful,0.38840044636749615,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,43.39068287037037
UnderRealm - The Lost City,successful,0.27197716142904005,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,154.9413888888889
Splash Stars Swimteam : Pin-up STL Files,successful,0.3290002659204472,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,17.0,18.005405092592593
Boundless Dice - Rounded Hollow Metal Dice for D&D + TTRPG,successful,0.4049218952588096,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,14.000451388888889,21.96519675925926
GALLIC & CELTIC Daily Life - 3 Bucks or More STL Campaign !,successful,0.7311011510029652,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,35.0,308.07899305555554
Free or Dead Music Video,successful,0.7636459668149198,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,32.83953703703704,12.543101851851851
Make your own papercraft sculptures by EcogamiShop,successful,0.9166469550148881,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.32827546296296295
Sound Proof Our Studio So We Can Record A New E.P.,failed,9.592901691519938,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,45.0,4.514895833333333
SoundScape - A New Album From DJ G,failed,9.651040940225437,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,17.936759259259258
Literacy Mural for the Troy Youth Organization (CYO),successful,0.5913088866860661,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.691261574074073,6.256493055555556
Ego Trip: 2012 Burning Man Theme Camp!,successful,0.5042650265870052,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,34.998125
NOMAD COMPLEX is BACK! - Official Brand Relaunch,successful,0.4256369210268307,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,36.45765046296296,30.917071759259258
"Verdalith, Guardian of the Wilds STL",successful,0.25256201281983026,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,12.14337962962963,0.9382175925925926
JudoGrid - Printable Modular Display System,successful,0.1959603652835351,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,5.901851851851852
Lyx Shadowclaw - STL Diorama,successful,0.38575607579947047,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,14.0,12.912222222222223
The Shadow over Haven's Harbor,successful,0.2830151878512277,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,7.285497685185185
Chernobyl by Pierpaolo Mittica,successful,0.42349488195710716,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,68.00378472222222
BABY ASK | A MUSIC VIDEO from WYOMING,successful,0.5549196919923849,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,18.299629629629628,197.68309027777778
Sleep Stones In Seattle,successful,0.8225454797811393,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.0,15.21023148148148
"Cinder Leather: wild wallets, bracelets, and bags",successful,0.7682384109504214,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,166.95835648148147
Kon Karne's First Full-length Album: Karpe Noktem,failed,8.253923772818391,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.55636574074074,76.57081018518518
Mikawa Cotton Haori Coat & Wide-Style Pants: Soft Yet Sturdy,successful,1.2092268334808354,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,45.17002314814815,56.18283564814815
Projectile Discfunction Brand Launch,successful,1.7940573785493663,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,45.0,111.32060185185185
divine treasures - rpg dnd 5e coins and spinning dice coin,successful,0.3945795733224011,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,28.0,8.915358796296296
Walk the Wonders Music Video,successful,0.5038915146484357,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,28.0,4.222685185185185
The Vigil Project - Series #2: Advent & Christmas,successful,0.7932766058979257,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,25.0,27.724907407407407
"I've got ""Love to Burn"" - Let's Catch it on Camera!",successful,0.7115832184978976,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.559016203703703,0.6535648148148148
Damn Fine Lookin' Fake Bats Music Video Production Fund,successful,2.5807122734651564,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,17.950694444444444,2.049097222222222
'Head In The Clouds' - Creative Enamel Pin Badge,successful,0.7663450572342312,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,28.0,15.757048611111111
The Multi-functional Maternity Outfit,successful,0.5314590357940085,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,74.00439814814816
Detroit Chimera Graffiti Mural Project,successful,0.4266855256789004,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,10.68255787037037
Frobot Art Car Fund - Burning Man 2012,successful,0.5388267603081154,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,13.471493055555555
Angry Miao CYBERBLADE: The Best Earbuds to Replace Over-Ears,successful,0.2902336163493324,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,50.0,37.23476851851852
Musikvideodreh im Notel Prinzregent,successful,1.553446368076311,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,38.97015046296296,1.147037037037037
Copper LARP coins,successful,0.7162220852261114,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,48.95682870370371,1.3466782407407407
#BUILDTHEMILL CONTINUES - RESTORING TARTAN TO THE HIGHLANDS,successful,0.3658357805854251,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,14.0,70.03135416666667
Rina the Drow Demon Hunter - Fantasy STLs for 3D Printing,successful,0.21047833726936305,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,21.0,55.105752314814815
Kalamazoo Nature Center Mural,successful,1.8156524104630711,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,3.5280324074074074
Views from Japan: A More Meaningful Way to Experience Japan,successful,0.372861025629283,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.041666666666668,15.172511574074074
Just Phil - Phil Lesh Photographed by Bob Minkin,successful,0.2520956115789452,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,36.0,180.7501736111111
BETTER DESPERATE,successful,3.970798846052258,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.9244791666666666
The Circus - STL Files,successful,0.2994206093590712,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,5.5117824074074075
Aria Bloodrose - Scarlet Knight : Pin-up STL Files,successful,0.36102531394097026,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,18.0,10.867222222222223
Omni 4 - Modular Miniature Storage,successful,0.15542851472581942,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,47.92219907407407
The tower of AndroklÃ¨s,successful,3.5528920261771035,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.958333333333332,5.096909722222223
D&D Decision Coins,successful,0.2593179983157945,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,21.0,20.876331018518517
Nails In The Key Of Life: A Mobile Nail Salon,successful,0.270774096201829,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,35.0,29.96695601851852
Air: Art Nudes,successful,0.42804708673866876,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,14.621516203703704,6.836990740740741
Music With Emily: Making Great Children's Videos!,successful,0.7280465010030179,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,20.82295138888889
Poetry4Teens,successful,2.9751276354921776,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.03799768518518518
Make 100 - Tea Buddies,successful,1.718456296581956,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,2.2812847222222223
Devilman and Satan - Enamel Pin,successful,0.4998042092588484,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,20.0,7.975428240740741
Canadians in Space!,successful,0.3007018447829546,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,28.0,47.050810185185185
3/4 Tech Pant by NAR,successful,0.7503328201320136,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,174.79431712962963
"GKD Pro, Redesign Handheld Retro Game Console",successful,0.20972888384298338,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,11.258078703703704
3D printable bases for your favorite LEGOÂ® mini-figurines,successful,1.0551767621757258,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,20.0,33.100960648148146
Flat Dungeon : Printable & Modular System,successful,0.3610089082053991,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,25.99287037037037,41.1402662037037
Urban Revitalization Window Mural 4 Downtown Youngstown,successful,0.46886164316016443,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,17.304502314814815
city bird  || the music video,successful,0.5518040074276409,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,24.479618055555555,2.7743171296296296
"ULA+LIA: Mongolian Yak Down, Cashmere, and Camel Wool Yarn",successful,0.40813341627504607,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,14.207986111111111
Flatline City: Third Wave,successful,0.216713427673757,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,28.0,32.247060185185184
Lord of D20 - A Dice Collection to Rule Them All,successful,0.2644970208699182,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,19.0,8.803587962962963
Command Panel for Infinity the Game,successful,0.6685759917897383,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,10.321319444444445
Convert a Police Station into an Art Center,successful,0.42842585168006986,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,45.5099537037037
I AM STIGMA FREE,successful,0.6064279698463981,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,15.314733796296297,1.1871296296296296
"The GAVLAK ""Monster"" Music Video",successful,0.6384232916618116,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,24.43145833333333,3.8099305555555554
"""Runaround"" Music Video!!!",successful,0.6330599716038576,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,12.001006944444445,1.495162037037037
Ruins,successful,0.26372994404414984,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,10.0,95.27828703703703
Castle Blackrose: 5e Adventure| 3D Printable Modular Terrain,successful,0.3083353602681549,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,43.17825231481481,13.043055555555556
Hades Vanguard: Undead Army - STL files .REDUX,successful,0.8027937786782913,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,28.0,36.610034722222224
Bohemian Bliss: ALL-size Pants Made for Work AND Home,successful,1.1727105223120893,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,34.61565972222222
The LastGame Coin,successful,0.2923708714855122,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,28.0,29.623935185185186
PHOTOSTORIES No.3 - Ed.1,successful,0.6661688108135633,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,31.569895833333334,4.890844907407407
"Market Town part 2 ( 28 MM, STL )",successful,0.27405316687274084,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,19.0,3.8671875
Papa Boogie - 3d printable DnD 5e compatible character,successful,0.6134474032157267,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,23.00320601851852,35.53236111111111
Japanese Gods Vol.1 3D Printable STL Figures,successful,0.4488655505391248,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,18.0,37.9431712962963
Jackpac Relaunch - A Waterproof Jacket for all Seasons!,successful,0.7347286128109243,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.437037037037037,2.3090625
32GB Nvidia Steam Gaming Machine and Arcade DIY kits,successful,2.0119621251785755,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,45.0,39.900787037037034
"Element Dice 3: Tungsten, Titanium, Magnesium, Nickel, Bi",successful,0.3511331242579563,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,98.30226851851852
ADVICE FROM AMERICA,successful,0.28359815217903206,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,39.557118055555556
"""The Heat Death of Our Suns"" A photo poetry book",successful,1.0522294166555546,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,21.0,10.866261574074073
Cocktails By Spence Club,successful,0.7796526808426918,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,27.692719907407408
I Can Walk Away - Music Video [Against Domestic Violence],successful,2.45648417515405,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.5809722222222222
'Coming Alive' Music Video,successful,5.1507821089133135,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,35.34724537037037,0.030983796296296297
Halloween Spooky Pumpkin Jars 2nd Edition - 3D STL Files,successful,0.3747524498428867,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,8.0,3.956851851851852
The Lads - Wave 2,successful,0.23798441493093292,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,14.0,38.85680555555555
Sakura Argyle Knitwear,successful,0.4992603898096759,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.49988425925926,25.53357638888889
Fawnbomb's Ita Jackets - Mythical Beasts & Beings,successful,0.3840573597358976,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,35.0,9.87355324074074
"La Luz (The Light): An Art Installation for Qorikancha, Peru",successful,0.2658572117810176,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,32.436400462962965,9.900428240740741
BATTLE CARS,successful,2.8683038633197624,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,40.0,61.82820601851852
Raider's Watchtower: Post Apocalyptic Terrain,successful,0.5301962185206288,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,7.01300925925926
WW2 GERMAN Military Utility vehicles+Artillery (scale 1:56),successful,0.18413095546470415,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,13.0,22.98005787037037
Bocchi the Pins and Hoodies,successful,0.29104989831248984,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,14.0,15.690439814814814
People and Earth-Friendly 100% Japanese Washi Paper T-Shirt,successful,1.170798756800716,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,45.15462962962963,117.16443287037038
Stewart Garry / New Album & Film,successful,0.6646001559573789,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,9.91957175925926
Origami Girl Music Video,successful,1.9872377925349916,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,6.445648148148148,0.011134259259259259
The Polybius Quarter Scale Arcade cab,successful,0.6682452600276734,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,38.654641203703704
Artisan Sharp Edged Standard & Norse Dice for D&D,successful,0.7113398798137915,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,47.08291666666667,1.070636574074074
Public art in Austin,successful,2.015376975633477,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,3.1582291666666666
Magical and Goth Babe Enamel Pins!,successful,0.6972124449940154,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,20.0,0.08556712962962963
Triforce of Power Long Sleeve Shirt,successful,1.01868185240789,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,31.0,5.154872685185185
Welcome to Hermosa - Music Video - Wise100Doors,successful,0.6348745295563152,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,24.947789351851853
HYPER MIRROR-0 Latency Casting Solution For Phone&NTD Switch,successful,0.4018675547910233,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,21.30471064814815
Eclipse Dice: Aurora Lights Collection,successful,0.7952183676311253,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,36.153888888888886
Elsewhere's Artist Residency//Erin Johnson and Kari Marboe,successful,0.37321971949272226,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,25.0,35.18559027777778
"""ART and TIME"" Where works and words of ART meet to inspire!",successful,1.3686222951677307,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,41.0,14.25349537037037
Before I Die...(Pittsburgh),successful,0.3630625633074369,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.290023148148148,6.045717592592593
Valkyries x Gargoyles. 3D Printable STLs,successful,0.2405407732776499,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,25.0,18.02255787037037
One Big Hoodie - The ethical giant hoodie for everyone,successful,2.214968936342039,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,45.0,0.08342592592592593
Rolling a Tabletop RPG d20 (and other) dice just got better,successful,0.577183434496078,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,29.958333333333332,52.71899305555556
"Damocles part 1, modular industrial buildings for wargaming",successful,0.5102461897391031,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,59.958333333333336,41.53502314814815
Board game 3D accessories,successful,1.260291908210518,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,29.958333333333332,39.322094907407404
Dual Tabletop D&D Dice Vaults,successful,0.3903203394054189,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.17699074074074,18.456516203703703
"""Mad Rollercoaster"" debut MUSIC VIDEO/FILM",successful,0.8311129686272467,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,5.088009259259259
"Pre-Order Amy Bleuâs Vinyl, 13 Moons",successful,1.4780297458405456,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,29.958333333333332,0.040775462962962965
PhotoLatrie XVIII - Madrid - Araitz - Art Nude Photobook,successful,0.8243015912341523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,29.958333333333332,5.009143518518519
Walk [Your City],successful,0.27465429096503846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,32.0,85.82341435185185
"Pima Cotton, Baby Alpaca, and Yak Cashmere Clothing & Socks",successful,0.4989390851693343,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,26.52804398148148,17.76568287037037
"MerinoAire: Stink-free, Plastic-free Activewear",successful,0.23867990861342836,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,61.53101851851852
The Simple Spell Tracker,successful,0.7267712230867995,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,2.105150462962963
Sci-fi Trade District - 3D Printable STL Files,successful,0.38314623113445356,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,7.0,4.052395833333334
Astralforge Observatory Dice Tower - 3D Printable STL Files,successful,0.3234400337997234,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,17.04167824074074,12.362453703703704
